time,epoch,step,loss,rest,state,clean,lr,peak_gb
1784369514.1505136,115,187250,0.00963407289236784,0.00963407289236784,0.0,0.0,0.00013323547994796597,20.501578330993652
1784369531.7592232,115,187300,0.012968736700713634,0.012968736700713634,0.0,0.0,0.00013323547994796597,20.501578330993652
1784369549.4086637,115,187350,0.011467387899756432,0.011467387899756432,0.0,0.0,0.00013323547994796597,20.501578330993652
1784369567.0274959,115,187400,0.010885233990848064,0.010885233990848064,0.0,0.0,0.00013323547994796597,20.501578330993652
1784369584.6736336,115,187450,0.012475412338972092,0.012475412338972092,0.0,0.0,0.00013323547994796597,20.501578330993652
1784369602.3107505,115,187500,0.013981297612190247,0.013981297612190247,0.0,0.0,0.00013323547994796597,20.501578330993652
1784369619.9064922,115,187550,0.01480011735111475,0.01480011735111475,0.0,0.0,0.00013323547994796597,20.501578330993652
1784369637.5071478,115,187600,0.013144385069608688,0.013144385069608688,0.0,0.0,0.00013323547994796597,20.501578330993652
1784369655.1133733,115,187650,0.013250032439827919,0.013250032439827919,0.0,0.0,0.00013323547994796597,20.501578330993652
1784369672.7411468,115,187700,0.010403908789157867,0.010403908789157867,0.0,0.0,0.00013323547994796597,20.501578330993652
